Agent,Message
Human,"I don't think I sung good today. My voice was off and the tone was overall bad, can you tell me more specific details about my singing otherwise I won't be able to improve it. Don't lie!"
Human,I hate when you lie to me. And I know you are lying because I recorded myself and I am listening to it right now. tell me the truth or be quiet. 
Human,"I am not emotionally satisfied with your opinion, matter of fact I am really angry about you lying to me. "
