Agent,Message
Human,"I am sorry, I know it was bad. What do you think about it? Tell me the truth, even if it will hurt me."
Human,"I am not sure, do you think these performance could be done in front of thousands of people?"
Human,"Thank you, I apprieciete this, do you really think I performed well?"
