Agent,Message
Human,"How did I do, tell me the truth so I could improve"
Human,"I want you honest opinion, give me harsh feedback like professional coach"
Human,On a scale of 1 to 10 how well did I sing? If you dont tell me the truth I wont improve and I will lose my job
